0.018695	0.017759	-0.127091	-0.095431	0.520408	0.472082	0.149533	-0.044576	0.093261	0.075794	-0.007069	0.004646	0.028902	0.015709	0.476517	0.477016	0.500250	0.498750	0.499750	0.499000	0.499000	0.499500	0.497750	0.498500	0.508499	0.504750	0.505750	0.635063
0.002602	0.004525	-0.150179	-0.088116	-0.301311	-0.066176	-0.057377	-0.153998	0.059312	-0.120601	-0.001678	0.003584	0.145405	0.005204	0.666412	0.652036	0.290904	0.371450	0.849284	0.853335	0.573709	0.485004	0.540908	0.524480	0.400112	0.626914	0.899890	0.531458
0.011981	0.011159	-0.038602	-0.045411	0.195980	-0.058335	-0.000531	-0.024940	-0.109448	-0.032536	0.012038	0.006589	-0.111111	0.011305	0.504250	0.523732	0.310239	0.400112	0.236494	0.414353	0.467546	0.457850	0.529715	0.458347	0.482757	0.600368	0.999998	0.596523
0.004739	0.003415	0.082058	-0.003901	-0.252632	0.025862	-0.005229	0.121245	0.097832	0.089366	-0.006191	0.013413	0.006322	0.006602	0.605396	0.593391	0.458099	0.453881	0.659260	0.432907	0.498750	0.494000	0.441519	0.489252	0.686326	0.677215	0.000032	0.548596
0.013322	0.011317	0.060388	0.125001	0.445313	0.249212	0.107686	0.156286	0.073766	0.167575	0.002072	0.013540	0.011326	0.012142	0.528967	0.513497	0.592667	0.495000	0.306613	0.527472	0.496250	0.529715	0.547358	0.525229	0.412655	0.820244	0.634368	0.609688
-0.008328	-0.006961	-0.393652	-0.377358	-0.859297	-0.656904	-0.106945	-0.505080	-0.209583	-0.578200	0.009016	0.022388	-0.018396	-0.010884	0.624103	0.598447	0.578837	0.629483	0.873581	0.816828	0.560206	0.551071	0.541901	0.563899	0.540660	0.828353	0.728099	0.360084
-0.001029	-0.003032	-0.010579	-0.020619	0.263159	0.088889	0.016124	0.134395	-0.017468	0.063784	0.033373	0.013057	-0.028527	-0.001606	0.384143	0.402274	0.171647	0.209822	0.052005	0.048154	0.438070	0.374256	0.387460	0.336485	0.646114	0.936136	0.178286	0.459588
-0.010148	-0.007371	0.425939	0.226595	-0.116279	0.084112	-0.108021	0.276676	-0.059781	0.158391	0.020104	0.038050	0.005525	-0.006034	0.464808	0.444480	0.493750	0.487752	0.541901	0.536933	0.507249	0.518991	0.490251	0.506750	0.902736	0.836033	0.093384	0.412413
-0.023131	-0.026543	-0.453836	-0.446401	-1.000000	-0.870968	0.135250	-0.384891	-0.008231	-0.509946	0.049931	-0.001650	-0.022472	-0.030649	0.367025	0.399632	0.853460	0.647256	0.478513	0.541653	0.447692	0.562177	0.474522	0.524730	0.806589	0.993050	0.612540	0.201491
-0.011464	-0.009429	0.267577	0.293879	1.000000	0.200000	-0.183095	0.028710	-0.126665	0.115462	0.007864	-0.003733	-0.075972	-0.006923	0.251807	0.233617	0.137051	0.263278	0.419701	0.263278	0.565128	0.419701	0.494750	0.433889	0.977067	0.449176	0.152516	0.408058
-0.013129	-0.011967	-0.116451	-0.069142	0.428572	-0.090909	-0.043917	-0.257538	-0.057653	-0.061206	-0.010845	-0.011794	0.001908	-0.015019	0.361006	0.385090	0.692110	0.627849	0.507999	0.508499	0.413625	0.503500	0.457602	0.506500	0.657686	0.382016	0.004893	0.335146
-0.011211	-0.019220	0.491220	0.601156	-0.428572	0.230768	0.183684	0.690883	0.217441	0.688848	0.046865	-0.002564	-0.034483	-0.008030	0.348418	0.363779	0.401553	0.461079	0.512248	0.494250	0.482757	0.471780	0.482507	0.494000	0.306188	0.176972	0.536684	0.400832
0.009328	0.018037	-0.322322	-0.435234	0.500000	-0.142856	-0.251038	-0.570336	-0.298086	-0.669865	-0.047197	0.016435	-0.004407	0.007247	0.368653	0.306188	0.949310	0.954610	0.487003	0.513247	0.577617	0.672387	0.565619	0.647713	0.979265	0.421895	0.104425	0.546614
0.008681	0.009242	0.145747	0.176584	0.200000	0.571429	0.034352	0.111814	0.037901	0.189196	-0.021045	-0.010473	0.044086	0.007963	0.568075	0.642906	0.102753	0.077988	0.516494	0.489502	0.397953	0.344795	0.410718	0.351831	0.021605	0.898894	0.439301	0.554779
-0.014863	-0.015898	-0.094941	-0.146274	-0.200000	-0.222223	-0.054187	-0.178392	-0.024250	-0.207588	-0.021246	-0.025174	-0.014243	-0.015856	0.563407	0.566111	0.685249	0.663739	0.512248	0.574443	0.509749	0.514746	0.505750	0.515745	0.172644	0.202620	0.942892	0.330041
0.016856	0.015025	-0.091905	-0.232405	0.200000	0.000000	0.030827	0.186230	0.113848	-0.146103	-0.041055	-0.029331	0.033643	0.022410	0.334478	0.330705	0.370750	0.357094	0.487003	0.461079	0.482257	0.476767	0.492251	0.479511	0.180199	0.039053	0.288640	0.686542
0.003210	0.007658	0.060326	0.234436	0.181819	0.000000	-0.009712	0.000350	-0.090643	0.300501	-0.082483	-0.008091	-0.036654	0.001993	0.641067	0.619164	0.395321	0.343666	0.512248	0.499000	0.508249	0.523732	0.524979	0.489252	0.058415	0.028305	0.904823	0.497000
-0.000235	-0.002059	-0.187600	-0.114833	-0.181819	0.333334	0.038409	-0.397461	0.044914	-0.211685	-0.051657	-0.013126	-0.004213	-0.004089	0.509249	0.552061	0.567093	0.655657	0.516494	0.499000	0.496000	0.499750	0.475520	0.521237	0.006861	0.283737	0.083402	0.436347
0.007894	0.009837	0.240714	0.169475	0.500000	0.188405	0.023068	0.425245	0.026118	0.320690	-0.061648	-0.022670	0.008100	0.012402	0.474023	0.456609	0.321257	0.411686	0.482757	0.565128	0.511248	0.456113	0.507999	0.481009	0.062797	0.185276	0.439301	0.600608
0.015872	0.012822	0.182175	0.221224	0.316456	0.286955	0.181677	0.389830	0.052840	0.216716	0.019943	0.008687	-0.005157	0.015002	0.557495	0.574443	0.736722	0.633671	0.575420	0.560453	0.506750	0.548348	0.504250	0.528967	0.052950	0.077201	0.631347	0.629250
0.000807	-0.000643	-0.181017	-0.294771	-0.424658	-0.333332	-0.136087	-0.210280	0.000314	-0.162282	-0.076368	-0.000507	0.023216	0.002795	0.640146	0.606112	0.765128	0.746494	0.604201	0.650673	0.575420	0.603005	0.511998	0.533201	0.718493	0.723722	0.424091	0.506500
0.010906	0.014662	0.043428	0.048128	0.511627	0.417323	0.033449	0.006770	0.046338	0.083304	0.022901	-0.004585	0.071441	0.008733	0.485004	0.470285	0.236133	0.202620	0.371217	0.330483	0.439301	0.435118	0.497750	0.471282	0.037507	0.490751	0.822299	0.569546
0.012687	0.011288	0.091543	0.128891	0.044118	0.000000	0.058779	0.094658	0.005964	0.080394	-0.105915	-0.002051	-0.007747	0.009234	0.593873	0.627615	0.560206	0.539915	0.678088	0.731452	0.512248	0.501250	0.511498	0.511248	0.723722	0.382016	0.994165	0.576641
-0.008799	-0.006804	-0.321686	-0.314702	-0.543477	-0.200000	-0.068231	-0.360176	0.001128	-0.177479	-0.010101	-0.022059	-0.004541	-0.005450	0.615384	0.597005	0.642217	0.628550	0.524979	0.499000	0.524480	0.525478	0.499500	0.512997	0.019040	0.449176	0.362160	0.418241
0.008756	0.008502	0.083807	0.131236	0.125000	0.047619	-0.049110	0.020911	0.024189	0.129928	0.052788	-0.009761	0.027894	0.008433	0.380365	0.404681	0.155251	0.246011	0.299433	0.360545	0.469787	0.421163	0.498000	0.469040	0.425069	0.089970	0.421163	0.568811
0.003706	0.001865	0.267327	0.254969	0.553720	0.294118	0.175753	0.463185	0.111588	0.300370	0.070256	0.014571	0.019985	0.006339	0.573709	0.568320	0.581029	0.589283	0.524979	0.527472	0.480260	0.502500	0.505500	0.518741	0.866111	0.272693	0.897615	0.547110
0.002456	0.003452	-0.115198	-0.101670	-0.182392	-0.029788	-0.104279	-0.239315	-0.049055	-0.247113	0.003668	0.015191	0.002631	0.001530	0.518242	0.497250	0.823900	0.745926	0.756760	0.738850	0.575664	0.623634	0.539418	0.573954	0.942459	0.820244	0.837126	0.494000
0.019911	0.019353	0.020889	0.138284	0.500001	0.335277	0.204774	0.184961	0.135080	0.167277	-0.002442	0.004111	-0.047918	0.017509	0.504250	0.514746	0.319733	0.378246	0.379187	0.465803	0.450414	0.423115	0.478014	0.433398	0.547110	0.836033	0.559960	0.669517
-0.005017	-0.003903	-0.340367	-0.278823	-0.659574	-0.304844	-0.231096	-0.584465	-0.132993	-0.318297	-0.018069	0.001533	0.036336	-0.005189	0.696989	0.685249	0.530960	0.666189	0.900608	0.898348	0.605396	0.555026	0.556508	0.538176	0.482757	0.613726	0.022687	0.417754
0.001719	0.000583	0.245375	0.167139	0.480519	0.175676	0.123231	0.411606	0.030608	0.128787	0.021118	0.000000	-0.023318	0.001777	0.417754	0.432662	0.177263	0.221663	0.067170	0.115577	0.382016	0.370983	0.439547	0.431435	0.328495	0.546119	0.945833	0.497500
0.011510	0.011280	0.079119	0.044084	0.339130	0.074469	0.117949	0.200611	0.081620	0.080805	0.038596	0.016558	0.006390	0.009803	0.496750	0.483506	0.724920	0.655657	0.777991	0.727703	0.554532	0.564636	0.509749	0.519740	0.713409	0.504750	0.139434	0.590008
