This is the raw data file for the forecasting simulation 

Columns are as follows:
Date--S&PHigh--S&PLo--NYSEA/D--NASDAQA/D--NYSENewH/L--NASDAQNewH/L--NYSEV--NYSEA/DV--NASDAQV--NASDAQA/DV--3MoTBill-30YrTBo--Gold--S&PClose

820618	107.60	107.07	151	85.6667	1.5	2.16667	53800	2036.25	26560	522.25	12.25	13.09	308.7	107.28
820625	109.83	109.09	156	111	2.16667	4.83333	38740	1163.75	22470	708.375	12.59	13.40	305.0	109.14
820702	108.71	107.60	178.667	104.667	2	3.83333	43760	1285	19360	649.375	13.27	13.59	312.7	107.65
820709	108.97	107.56	372.667	243.667	4.5	5.5	65870	6068.75	26450	1649.38	12.81	13.42	328.5	108.83
820716	111.48	110.16	256.667	174.333	10.3333	9.66667	58740	4121.25	25060	1170.13	11.80	13.25	347.0	111.07
820723	111.58	111.05	217.333	173.667	5.5	9.5	47280	2206.25	27660	942.75	11.14	12.98	363.2	111.17
820730	107.95	107.01	202.333	150.667	2.5	4.33333	39270	1442.5	22410	671.875	10.56	12.69	342.9	107.09
820806	105.16	103.67	149.333	75	1.16667	4	48660	947.5	26440	501	9.66	12.87	344.7	103.71
820813	103.85	102.40	315.333	122.333	1.5	2.66667	44720	4050	24150	653.125	10.03	12.67	338.0	103.85
820820	113.02	109.19	461.333	305	23.5	10.1667	95890	11323.8	34850	2150	8.62	12.61	386.5	113.02
820827	118.56	116.63	185.333	181.333	17.5	10.8333	74410	1972.5	36830	1161.13	7.75	11.79	418.0	117.11
820903	123.64	120.31	394	332	48.8333	32.1667	130910	12220	44510	3299.38	8.60	11.64	455.0	122.68
820910	121.98	120.27	159.333	152.667	8.66667	15.3333	71080	2252.5	32700	1295.25	8.57	11.76	453.0	120.97
820917	123.76	122.34	157	170.333	9.66667	16.5	63950	1692.5	36230	1356.75	8.16	11.63	441.5	122.55
820924	123.80	123.11	226.667	191.667	11.6667	19.1667	54600	2326.25	30810	1494.75	7.85	11.62	431.0	123.32
821001	121.97	120.15	333.333	226.667	11.5	19.3333	65000	6016.25	33700	2112.63	7.80	11.30	402.0	121.97
821008	131.11	128.79	415.667	319.667	66.5	47.1667	122250	12032.5	47400	3440	8.10	11.18	433.0	131.05
821015	134.61	133.28	233	188.333	22.8333	25	80290	3297.5	44410	1761.5	7.43	10.94	432.5	133.57
821022	140.40	138.75	338	306.667	63.6667	52.3333	101120	6725	55630	3694.88	7.44	10.20	428.0	138.83
821029	134.02	132.64	275.667	226	15.1667	24.6667	74830	4468.75	40020	2242.88	8.03	10.27	423.2	133.72
821105	142.43	141.32	339	289.333	41.3333	45.6667	96550	7232.5	54880	3204.13	7.81	10.44	417.5	142.16
821112	141.85	139.53	245	287.333	41.6667	57.6667	95080	3522.5	54830	3125.63	7.96	10.03	398.0	139.53
821119	138.93	137.00	240.667	255	20.8333	29.1667	70310	2622.5	49450	2435.75	8.45	10.11	417.6	137.02
821126	134.88	133.89	312.333	259	12.5	21.1667	38810	3103.75	26960	16.125	7.94	10.22	406.0	134.88
821203	139.59	138.59	242	211.667	23.6667	35.3333	71540	3491.25	51410	2234.38	8.28	10.23	441.2	138.69
821210	141.15	139.35	204.333	121.667	10.1667	15.1667	86430	4098.75	46980	1119.5	7.96	10.41	435.7	139.57
821217	137.71	135.35	356.333	287.667	5.66667	11.1667	81030	6503.75	41610	2560.63	8.00	10.32	437.0	137.49
821223	139.94	138.84	314	271.333	9.83333	20.1667	62880	4877.5	46610	2239.88	7.86	10.37	445.7	139.72
821231	140.78	140.27	308	273.333	8.66667	15	42110	3231.25	41610	2353.25	7.98	10.35	456.9	140.64
830107	146.46	145.15	315	377.667	32.6667	38	127290	7580	67530	4513.38	7.90	10.26	465.0	145.23
830114	147.12	145.72	335	326	33.1667	40.8333	86480	7075	60340	3940.13	7.67	10.24	483.2	146.65
830121	146.30	143.25	129.667	150	12	20	77110	1223.75	60250	2371	7.62	10.23	485.0	143.88
830128	145.47	144.25	304.667	286	16.5	31	89490	5535	59920	3483.5	8.06	10.34	493.7	144.51
830204	146.14	144.14	361.667	283.333	26.3333	35.3333	87000	7638.75	62010	3199.88	8.12	10.61	498.5	146.14
830211	148.81	147.18	299.667	278.667	28.8333	33.8333	86700	5401.25	58650	3523	8.25	10.74	504.5	147.62
830218	148.29	147.21	313.667	292.333	19	32.3333	77420	4995	51630	3198.75	8.26	10.77	503.5	148.00
830225	150.88	149.60	302.667	251.667	35.8333	34.6667	100970	6661.25	66290	2826	7.89	10.62	464.7	149.74
830304	153.67	152.53	297.333	248	40.8333	33.3333	90930	5940	59950	2668.75	7.94	10.30	412.5	153.67
830311	151.75	150.65	203	184.333	16.5	21.5	67240	2420	54870	2344.5	8.21	10.16	420.5	151.24
830318	150.29	149.56	288.333	243	21	23.8333	75110	4732.5	53900	2596.38	8.26	10.36	421.7	149.90
830325	153.71	152.30	236.333	244	30.3333	30	77330	3843.75	57490	3163.5	8.43	10.39	411.7	152.67
830331	155.02	152.86	255	269.333	25.3333	23.1667	100570	6400	57190	2931.5	8.68	10.39	414.7	152.96
830408	152.85	151.39	303.333	276.333	16	30.8333	67710	4902.5	51400	2905.88	8.66	10.40	421.2	152.85
830415	158.75	158.11	326.667	328.333	44.5	58.1667	89590	5927.5	67290	4749.5	8.17	10.30	436.5	158.75
830422	160.76	160.02	283	294.667	34.3333	49.6667	92270	6318.75	70860	3621.88	8.03	10.15	437.0	160.42
830429	164.43	162.72	337.667	318.333	42.3333	34.3333	105750	8253.75	66480	4493	8.15	10.18	429.2	164.43
830506	166.99	164.30	414.667	396.333	64.6667	69.3333	128200	12221.3	82020	5959.63	8.04	10.13	431.2	166.10
830513	165.23	164.26	360	331	29.8333	51	83110	6061.25	70070	5111.25	8.14	10.00	441.2	164.91
830520	162.13	161.25	244.333	219.333	13.5	28.5	73150	3905	69580	3072.38	8.10	10.03	438.7	162.13
830527	165.49	164.33	239	270.667	23.8333	50	76290	3371.25	79740	4787.25	8.46	10.29	437.2	164.46
830603	164.79	163.96	316	365.333	29.1667	48	83110	5526.25	75930	5270	8.67	10.43	411.5	164.42
830610	162.76	161.86	340.667	323	24.3333	36.5	78470	5960	75580	5373.25	8.64	10.61	411.2	162.68
830617	169.64	168.60	245	253.667	32.5	53	93630	5208.75	92500	4511.38	8.73	10.66	415.5	169.13
830624	170.69	170.03	261.667	292	22.8333	38.1667	80810	5773.75	85200	5672.38	8.98	10.52	423.5	170.41
830701	168.64	167.77	319	315.333	14.8333	21.5	65110	4831.25	62930	4273.75	9.09	10.63	416.2	168.64
830708	167.91	166.95	210	222.333	8.33333	16.5	66520	2661.25	62050	2462.25	9.10	10.77	426.0	167.08
830715	166.04	164.03	154	171.333	5.5	11.6667	63160	1237.5	57380	1712.38	9.07	11.01	422.2	164.29
830722	169.08	168.40	270.667	279.667	16.1667	22.8333	68850	3626.25	64630	3015	9.19	11.12	423.5	168.89
830729	165.03	161.50	115.333	86.6667	2.83333	6.16667	95240	1878.75	58520	1559.75	9.13	11.07	422.0	162.56
830805	161.88	160.89	274.333	230.667	2.66667	8.5	67850	4328.75	46980	2050.38	9.36	11.27	409.7	161.74
830812	162.60	161.55	315.333	310.667	3.83333	8.5	71840	5413.75	48320	3117.63	9.57	11.52	412.4	162.16
830819	164.27	163.22	249	204.667	5.16667	7.33333	58950	3813.75	48420	1651.75	9.43	11.65	417.7	163.98
830826	162.16	160.25	294.667	237.333	1.83333	8	61650	4950	53550	3088.25	9.18	11.28	417.0	162.14
830902	165.07	164.21	317.667	304.667	8.33333	10	59300	4811.25	48550	3139.75	9.28	11.18	417.5	165.00
830909	167.77	166.91	249	256	11.8333	14.8333	77990	4022.5	54260	2627.25	9.21	11.52	414.7	166.92
830916	166.57	164.39	336	241	6.5	12.3333	75530	6946.25	57760	3022.25	9.04	11.37	405.5	166.25
830923	170.17	168.88	261.667	252.667	13.1667	15.1667	93180	4978.75	91940	3686.5	8.99	11.28	413.0	169.51
830930	167.23	165.63	202	166.667	4.66667	11.6667	70860	2386.25	53920	1484.13	8.73	11.20	405.0	166.07
831007	171.10	170.31	318	313.333	22.5	14.3333	103630	6656.25	69970	3563.13	8.72	11.09	397.4	170.80
831014	169.99	169.18	254	217	6.5	8.83333	71600	3893	57180	2535.13	8.83	11.04	398.7	169.86
831021	167.23	164.98	197.333	204	5.33333	10.1667	91640	3910	62150	1849.13	8.63	11.28	394.2	165.95
831028	165.19	163.23	194	196.667	4.16667	6	81180	2348.75	54710	1999.75	8.66	11.16	387.7	163.37
831104	163.42	162.22	192.667	178.667	3.16667	4.5	72080	2758.75	51870	1471.13	8.41	11.34	381.0	162.44
831111	166.29	164.34	366.667	353.667	8.5	8.83333	74270	7006.25	64150	4730.75	8.83	11.39	382.0	166.29
831118	166.13	164.50	254.333	260	7.16667	11.6667	88280	4027.5	61540	2749.38	8.78	11.44	375.2	165.09
